순번,행정구역,업소명,소재지,전화번호,관리구분
1225,서울 도봉구,(주)평안에너지 도봉충전소,서울특별시 도봉구 도봉로 983,02-3494-5185,자동차충전
1226,서울 도봉구,복지강북충전소,서울특별시 도봉구 도봉로 430 (창동),02-9021-1231,자동차충전
1227,서울 도봉구,한영가스충전소,서울특별시 도봉구 도봉로 627 (쌍문동),02-9941-1181,자동차충전
1228,서울 동대문구,복지장안충전소,서울특별시 동대문구 한천로 169,02-2213-5711,자동차충전
1229,서울 동대문구,(주)홍릉가스충전소,서울특별시 동대문구 회기로 44 ,02-9629-9100,자동차충전
1230,서울 동대문구,수도에너지(주)동서울충전소,서울특별시 동대문구 망우로 57,02-2244-6666,자동차충전
1231,서울 동대문구,장안동가스충전소,서울특별시 동대문구 천호대로 353 장안동가스충전소,02-2214-5151,자동차충전
1232,서울 동작구,동일석유(주)동주충전소,서울특별시 동작구 상도로 74 가동,02-8212-2236,자동차충전
1233,서울 서대문구,연일가스산업(주),서울특별시 서대문구 수색로 123 연일가스주유소,02-3075-5411,자동차충전
1234,서울 서초구,수도석유(주)방배충전소,서울특별시 서초구 동작대로 26 수도석유(주)방배충전소,02-5824-4141,자동차충전
1235,서울 서초구,(주)에이치앤디이-서울만남의광장,서울특별시 서초구 양재대로12길 73-71 만남의광장,02-5737-7430,자동차충전
1236,서울 서초구,서초충전소,서울특별시 서초구 남부순환로 2224,02-5823-3636,자동차충전
1237,서울 성동구,대성산업(주)동부충전소,서울특별시 성동구 광나루로 200,02-4632-2202,자동차충전
1238,서울 성동구,서울숲충전소,서울특별시 성동구 왕십리로 124 (성수동1가),02-4635-5616,자동차충전
1239,서울 성북구,(주)장위가스,서울특별시 성북구 화랑로 291,02-9163-3233,자동차충전
1240,서울 성북구,우일에너지(주),서울특별시 성북구 종암로 201 우일에너지,02-9138-8722,자동차충전
1241,서울 송파구,복지송파충전소,서울특별시 송파구 위례중앙로 37,02-4499-9123,자동차충전
1242,서울 송파구,오금가스충전소,서울특별시 송파구 마천로 103 오금가스충전소,02-4025-5151,자동차충전
1243,서울 송파구,복지잠실충전소,서울특별시 송파구 삼전로 47 잠실복지충전소,02-4153-3311,자동차충전
1244,서울 송파구,홍익에너지(주),서울특별시 송파구 석촌호수로 242 홍익에너지LPG주유소,02-4125-5151,자동차충전
1245,서울 양천구,(주)대흥가스,서울특별시 양천구 남부순환로 411 LPG충전소,02-2693-0535,자동차충전
1246,서울 양천구,(주)남양가스,서울특별시 양천구 남부순환로 538 남양가스충전소,02-2603-2345,자동차충전
1247,서울 양천구,목동충전소,서울특별시 양천구 목동로 193 (에스케이충전소),02-2604-6141,자동차충전
1248,서울 양천구,수도에너지(주),서울특별시 양천구 신정로 146,02-2060-7160,자동차충전
1249,서울 양천구,비케이서비스산업(주),서울특별시 양천구 남부순환로 311 LPG충전소,02-2692-9909,자동차충전
1250,서울 양천구,복지신정충전소,"서울특별시 양천구 안양천로 669 (신정동, 외5필지)",02-2645-4600,자동차충전
1251,서울 영등포구,기린에너지,서울특별시 영등포구 선유로52길 5 기린충전소,02-2068-7800,자동차충전
1252,서울 영등포구,양평동충전소,서울특별시 영등포구 선유로 157 LPG 충전소,02-2672-1175,자동차충전
1253,서울 영등포구,(주)세지,서울특별시 영등포구 선유로 37 세지충전소,02-2677-9775,자동차충전
1254,서울 은평구,신성에너지(주),"서울특별시 은평구 통일로 1186 (진관동,은평서부충전소 제1동)",02-3524-4806,자동차충전
1255,서울 은평구,신흥에너지산업(주),서울특별시 은평구 수색로 199 신흥에너지산업,02-3730-0051,자동차충전
1256,서울 중랑구,신내LPG충전소,서울특별시 중랑구 용마산로 691,02-2208-5151,자동차충전
1257,서울 중랑구,동일석유(주)황금충전소,서울특별시 중랑구 망우로 209,02-4352-2627,자동차충전
1258,서울 중랑구,망우충전소,서울특별시 중랑구 망우로 449,02-4325-5400,자동차충전
1259,서울 중랑구,(주)풍림에너지,서울특별시 중랑구 동일로 553,02-4340-0557,자동차충전
1260,세종 ,(주)한화연기LPG충전소,세종특별자치시  연동면 청연로 376,044-864-7068,자동차+탱크
1261,세종 ,SK남세종충전소,세종특별자치시 금송로 595,044-865-6635,자동차충전
1262,세종 ,북세종LPG충전소,세종특별자치시 조치원읍 세종로 2566 2566,044-867-2346,자동차충전
1263,세종 ,(주)솔로케미칼,세종특별자치시 전의면 세종로 3594,044-868-8984,용기+탱크
1264,세종 ,(주)한유에너지 중부가스충전소,세종특별자치시 조치원읍 세종로 2167,044-866-5151,자동차충전
1265,세종 ,SK세종충전소,세종특별자치시  정안세종로 1567,044-866-6634,자동차충전
1266,세종 ,서일산업(주)연기충전소,세종특별자치시 전의면 운주산로 1605,044-867-2211,용기+자동차+탱크+13kg용기
1267,세종 ,조치원LPG충전소,세종특별자치시 * 조치원읍 신안리 209-7,044-864-3651,자동차+13kg용기
1268,울산 남구,명진가스(주)삼산지점,울산광역시 남구 삼산로 394 삼산가스충전소,052-271-7771,자동차충전
1269,울산 남구,울산두왕LPG충전소,울산광역시 남구 두왕로 61,052-265-8826,자동차충전
1270,울산 남구,대양제1충전소,울산광역시 남구 화합로 18 대양제1충전소,052-227-4350,자동차충전
1271,울산 남구,명진가스 충전소,울산광역시 남구 화합로 11,052-257-7462,자동차충전
1272,울산 남구,(주)옥동엘피지 수소 복합충전소,"울산광역시 남구 남부순환도로 465 (옥동,외2필지)",052-265-5540,자동차충전
1273,울산 남구,개인택시복지충전소,울산광역시 남구 남산로 209,052-267-8999,자동차충전
1274,울산 남구,"에스케이울산충전소(구,금광가스)",울산광역시 남구 번영로 104,052-273-4636,용기+자동차+13kg용기
1275,울산 남구,SK울산충전소,울산광역시 남구 번영로 242,052-273-6051,자동차충전
1276,울산 남구,울산LPG충전소,울산광역시 남구 장생포로 5,052-275-8844,용기+자동차+13kg용기
1277,울산 남구,(주)창원충전소새울산가스,울산광역시 남구 산업로 477,052-272-8487,용기+자동차+13kg용기
1278,울산 남구,대양제2충전소,울산광역시 남구 남산로 231(무거동),052-274-2114,자동차충전
1279,울산 동구,동구LPG충전소,울산광역시 동구 봉수로 36 ,052-234-0882,자동차충전
1280,울산 북구,연암LPG충전소,울산광역시 북구 무룡1로 105-1,052-283-1440,자동차충전
1281,울산 북구,대성산업(주)연암대성충전소,울산광역시 북구 안기번득길 95,052-288-0151,자동차충전
1282,울산 북구,대양충전소,울산광역시 북구 산업로 1454,052-298-3114,자동차충전
1283,울산 북구,경동가스충전소,울산광역시 북구 북부순환도로 1165,052-288-0610,자동차충전
1284,울산 북구,태평양LPG충전소,울산광역시 북구 산업로 1711,052-295-2520,자동차충전
1285,울산 북구,현대자동차(주),울산광역시 북구 염포로 700 (양정동),052-215-8445,자동차충전
1286,울산 북구,(주)아성에너지,울산광역시 북구 효자로 1,052-287-1666,용기+자동차+13kg용기
1287,울산 울주군,현대태영에너지충전소,울산광역시 울주군 웅촌면 웅촌로 22,052-225-6051,자동차+13kg용기
1288,울산 울주군,(주)오일석유,울산광역시 울주군 언양읍 경부고속도로 44,052-263-6146,자동차충전
1289,울산 울주군,(주)박앤정-채움가스충전소,울산광역시 울주군 온양읍 남창로 379,052-238-8775,자동차충전
1290,울산 울주군,만수르에너지충전소,울산광역시 울주군 삼남면 반구대로 498,052-262-9955,자동차+13kg용기
1291,울산 울주군,(주)신일복합충전소,울산광역시 울주군 웅촌면 웅촌로 490,052-225-1500,용기+자동차+13kg용기
1292,울산 울주군,(주)문수가스충전소,울산광역시 울주군 웅촌면 웅촌로 725,052-223-8600,자동차충전
1293,울산 울주군,(주)일선에너지 온산LPG충전소,울산광역시 울주군 온산읍 덕신로 490,052-238-8114,자동차충전
1294,울산 울주군,통도IC충전소,울산광역시 울주군 삼남면 반구대로 42,055-372-6336,자동차충전
1295,울산 울주군,(주)정우에너지입암가스충전소,울산광역시 울주군 범서읍 울밀로 2336,052-248-0019,자동차충전
1296,울산 울주군,울산가스충전소,울산광역시 울주군 언양읍 반구대로 960 ,052-264-5189,자동차충전
1297,울산 울주군,온양LPG충전소,울산광역시 울주군 온양읍 남창로 742,052-239-3873,자동차충전
1298,울산 울주군,청량가스충전소,울산광역시 울주군 청량면 남창로 1069,052-260-4515,자동차충전
1299,울산 울주군,동양가스산업(주)오복충전소,울산광역시 울주군 웅촌면 웅촌로 656,052-225-9036,자동차+13kg용기
1300,울산 울주군,언양가스충전소,울산광역시 울주군 언양읍 언양로 102,052-263-0888,자동차충전
1301,울산 중구,우정혁신도시충전소,울산광역시 중구 성안로 71,052-244-2244,자동차충전
1302,울산 중구,태화가스충전소,울산광역시 중구 북부순환도로 165,052-223-1580,자동차충전
1303,인천 강화군,(주)일영 강화LPG충전소,인천광역시 강화군 강화읍 강화대로 288,032-932-2270,자동차충전
1304,인천 계양구,갈현 LPG충전소,인천광역시 계양구 드림로 861,032-508-1943,자동차충전
1305,인천 계양구,장기충전소,인천광역시 계양구 드림로 932,032-521-0336,자동차충전
1306,인천 계양구,서운가스충전소,인천광역시 계양구 봉오대로 934 외 3필지,032-544-1707,자동차충전
1307,인천 계양구,계양에너지,인천광역시 계양구 벌말로 342 (동양동) 외1필지,032-553-7260,자동차충전
1308,인천 계양구,협진충전소,인천광역시 계양구 아나지로 275,032-545-3225,자동차충전
1309,인천 남동구,(주)가스코,인천광역시 남동구 백범로 409 외1필지,032-422-0066,자동차충전
1310,인천 남동구,인천개인택시복지제3충전소,인천광역시 남동구 남동대로 551 (남촌동) ,032-822-8977,자동차충전
1311,인천 남동구,도림가스충전소,인천광역시 남동구 호구포로 388 (도림동) ,032-425-5155,자동차충전
1312,인천 남동구,(주)태보에너지 지점(장수),인천광역시 남동구 수인로 3735 (장수동) 3735 1층,032-472-1876,자동차충전
1313,인천 남동구,(주)남동가스충전소,인천광역시 남동구 남동대로 626 (구월동) ,032-467-0038,자동차충전
1314,인천 남동구,(주)한성에너지,인천광역시 남동구 석정로 495,032-422-1277,자동차충전
1315,인천 남동구,대공원충전소,인천광역시 남동구 인주대로 1072외2필지,032-465-0323,자동차충전
1316,인천 남동구,인천충전소,인천광역시 남동구 염전로 403,032-873-8069,자동차충전
1317,인천 남동구,논현충전소,인천광역시 남동구 청능대로468번길 1 외 2필지,032-446-9094,자동차충전
1318,인천 남동구,수산동충전소,인천광역시 남동구 소래로 475 충전소동,032-473-7709,자동차충전
1319,인천 동구,한일가스산업(주) 송현충전소,인천광역시 동구 중봉대로 93,032-761-5411,자동차충전
1320,인천 동구,인천개인택시 복지제1충전소,인천광역시 동구 방축로157번길 12,032-578-4213,자동차충전
1321,인천 미추홀구,인천LPG충전소,인천광역시 미추홀구 매소홀로271번길 19 (학익동) ,032-865-0082,용기+13kg용기
1322,인천 미추홀구,피트인 도화충전소,인천광역시 미추홀구 경인로 200,032-875-1182,자동차충전
1323,인천 미추홀구,송강충전소,인천광역시 미추홀구 소성로 24 (용현동) ,032-866-8935,자동차충전
1324,인천 미추홀구,신기촌충전소,인천광역시 미추홀구 인하로 277,032-867-8181,자동차충전
1325,인천 미추홀구,(주)그린가스충전소,인천광역시 미추홀구 아암대로 132,032-883-8822,자동차충전
1326,인천 미추홀구,(주)성림가스충전소,인천광역시 미추홀구 경원대로 928 외1필지,032-422-3301,용기+자동차+13kg용기
1327,인천 미추홀구,주안역엘피지충전소,인천광역시 미추홀구 주안로 81,032-873-8284,자동차충전
1328,인천 미추홀구,한일가스산업(주)도화충전소,인천광역시 미추홀구 한나루로 612,032-715-5067,자동차충전
