수가코드,한글수가명,산재단가금액,일반단가금액,건강단가금액,보호일반단가금액,산재일반단가금액,산재후유단가금액,감액가능품목여부,해당수가입력일자,적용시작일자,적용종료일자
MM132,근막동통유발점주사자극요법(동시2곳이상)1일당,8970,13000,8970,8970,8970,8970,Y,2001-12-20,2019-01-01,2019-12-31
MM151,F.E.S Therapy(기능적전기자극치료),13920,20190,13920,13920,13920,13920,Y,2007-11-30,2019-01-01,2019-12-31
MM290,호흡재활치료[1일당],6250,9060,6250,6250,6250,6250,Y,2008-04-30,2019-01-01,2019-12-31
MM301,재활기능치료(매트 및 이동치료),13720,19900,13720,13720,13720,13720,Y,2007-11-30,2019-01-01,2019-12-31
MM302,재활기능치료(보행치료),13270,19240,13270,13270,13270,13270,Y,2007-11-30,2019-01-01,2019-12-31
91203,집단상담치료,10030,0,0,0,10030,10030,N,2009-12-31,2019-10-01,
91208,근육내자극술(단순),5760,0,5760,0,5760,5760,N,2009-12-31,2019-10-01,
91215,신체기능향상훈련,31610,31610,31610,31610,31610,31610,N,2017-12-18,2019-01-01,2019-12-31
9.12E+05,신체기능향상훈련-50%산정,15810,15810,15810,15810,15810,15810,N,2017-12-18,2019-01-01,2019-12-31
91601,호흡기계 재활운동프로그램,24430,24430,24430,24430,24430,24430,Y,2008-07-01,2019-01-01,2019-12-31
91603,근골격계재활운동프로그램-60분이상,33550,33550,33550,33550,33550,33550,Y,2008-07-01,2019-01-01,2019-12-31
91605,산재 어깨 및 상지 집중재활프로그램(30분당),33340,0,0,0,33340,33340,N,2017-04-04,2019-07-15,
91607,허리 집중재활프로그램(30분당),31610,0,0,0,31610,31610,N,2017-12-18,2019-01-01,
91608,하지 집중재활프로그램(30분당),23850,0,0,0,23850,23850,N,2017-12-18,2019-07-15,2019-12-31
91609,상지 절단 집중재활프로그램(30분당),33340,0,0,0,33340,33340,N,2017-12-18,2019-01-01,
91611,하지 절단 집중재활프로그램(30분당),23850,0,0,0,23850,23850,N,2017-12-18,2019-01-01,
91616,집단치료(운동치료),10270,10270,10270,10270,10270,10270,Y,2019-12-31,2019-01-01,2019-12-31
91901,집중 상담(30분당),59330,59330,59330,59330,59330,59330,N,2018-05-21,2019-01-01,2019-12-31
91902,집단 심리회복 프로그램 30분당 (4인 이하),34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
91902A01,집단 심리회복 프로그램(4인 이하)30분당 -정신건강의학과,34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
91902D01,집단 심리회복 프로그램(4인 이하)30분당 -희망찾기프로그램,34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
9.19E+05,집단 심리회복 프로그램(4인 이하)30분당 -취미활동지원프로그램(진폐환자),34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
91902F03,집단 심리회복 프로그램(4인 이하)30분당 -원예교실,34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
91902F06,집단 심리회복 프로그램(4인 이하)30분당 -미술교실 (POP:예쁜손글씨 등),34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
91902F07,집단 심리회복 프로그램(4인 이하)30분당 -음악치료(오카리나 등),34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
91902F08,집단 심리회복 프로그램(4인 이하)30분당 -요리치료,34000,34000,34000,34000,34000,34000,N,2018-05-29,2019-01-01,2019-12-31
91902F09,집단 심리회복 프로그램(4인 이하)30분당 -사진치료,34000,34000,34000,34000,34000,34000,N,2018-05-31,2019-01-01,2019-12-31
91903,집단 심리회복 프로그램(5-7인)30분당,23000,23000,23000,23000,23000,23000,N,2018-05-29,2019-01-01,2019-12-31
91903A01,집단 심리회복 프로그램(5-7인)30분당 -정신건강의학과,23000,23000,23000,23000,23000,23000,N,2018-05-29,2019-01-01,2019-12-31
91903D01,집단 심리회복 프로그램(4인 이하)-요리치료,34000,34000,34000,34000,34000,34000,N,2018-05-21,2019-01-01,2019-12-31
9.19E+05,집단 심리회복 프로그램(5-7인)-취미활동지원프로그램(진폐환자),23000,23000,23000,23000,23000,23000,N,2018-05-21,2019-01-01,2019-12-31
91903F03,집단 심리회복 프로그램(5-7인)-원예교실,23000,23000,23000,23000,23000,23000,N,2018-06-11,2019-01-01,2019-12-31
91903F06,집단 심리회복 프로그램(5-7인)-미술교실 (POP:예쁜손글씨 등),23000,23000,23000,23000,23000,23000,N,2018-05-21,2019-01-01,2019-12-31
91903F07,집단 심리회복 프로그램(5-7인)-음악치료(오카리나 등),23000,23000,23000,23000,23000,23000,N,2018-05-21,2019-01-01,2019-12-31
91903F08,집단 심리회복 프로그램(5-7인)-요리치료,23000,23000,23000,23000,23000,23000,N,2018-05-21,2019-01-01,2019-12-31
91903F09,집단 심리회복 프로그램(5-7인)- 사진치료,23000,23000,23000,23000,23000,23000,N,2018-05-21,2019-01-01,2019-12-31
91904,집단 심리회복 프로그램(8인 이상),17000,17000,17000,17000,17000,17000,N,2018-05-31,2019-01-01,2019-12-31
91904A01,집단 심리회복 프로그램(8인 이상)-정신건강의학과,17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
91904D01,집단 심리회복 프로그램(8인 이상)-희망찾기프로그램,17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
9.19E+05,집단 심리회복 프로그램(8인 이상)-취미활동지원프로그램(진폐환자),17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
91904F03,집단 심리회복 프로그램(8인 이상)-원예교실,17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
91904F06,집단 심리회복 프로그램(8인 이상)- 미술교실 (POP:예쁜손글씨 등),17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
91904F07,집단 심리회복 프로그램(8인 이상)- 음악치료(오카리나 등),17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
91904F08,집단 심리회복 프로그램(8인 이상)- 요리치료,17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
91904F09,집단 심리회복 프로그램(8인 이상)- 사진치료,17000,17000,17000,17000,17000,17000,N,2018-05-21,2019-01-01,2019-12-31
FCE100,작업능력평가-직무분석,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
FCE110,작업능력평가-기본평가,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
FCE120,작업능력평가-모의작업동작평가,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
FCE130,작업능력평가-종합분석,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
MM300,적외선치료[1일당] INFRA RED RAY IRRADIATION,610,880,610,610,610,610,Y,1991-01-01,2019-01-01,2019-12-31
MM303,상기도증기흡입치료,1510,2180,1510,1510,1510,1510,Y,2003-12-15,2019-01-01,2019-12-31
MM331,피부과적자외선치료[1일당]-상지(하지의반)의대부분의범위또는두부@경부및안면의대부분의범위[9%의범위],4400,6380,4400,4400,4400,4400,Y,2001-12-20,2019-01-01,2019-12-31
MM332,피부과적자외선치료[1일당]-하지의1지@복부또는배부에준하는범위[18%의범위],4890,7090,4890,4890,4890,4890,Y,2001-12-20,2019-01-01,2019-12-31
MM333,피부과적자외선치료[1일당]-양하지또는동체(복부및배부)에준하는범위[36%의범위],5380,7800,5380,5380,5380,5380,Y,2001-12-20,2019-01-01,2019-12-31
MM334,피부과적자외선치료[1일당]-전신대부분의범위[37%이상의범위],6020,8730,6020,6020,6020,6020,Y,2001-12-20,2019-01-01,2019-12-31
MM341,피부광화학요법[1일당]-상지(하지의반)의대부분의범위또는두부@경부및안면의대부분의범위[9%의범위],10000,14510,10000,10000,10000,10000,Y,2001-12-20,2019-01-01,2019-12-31
MM342,피부광화학요법[1일당]-하지의1지@복부또는배부에준하는범위[18%의범위],11610,16840,11610,11610,11610,11610,Y,2001-12-20,2019-01-01,2019-12-31
MM343,피부광화학요법[1일당]-양하지또는동체(복부및배부)에준하는범위[36%범위],12980,18820,12980,12980,12980,12980,Y,2001-12-20,2019-01-01,2019-12-31
MM344,피부광화학요법[1일당]-전신대부분의범위[37%이상의범위],18200,26390,18200,18200,18200,18200,Y,2001-12-20,2019-01-01,2019-12-31
MM350,고빌루빈 혈증 광선요법(1일당),17860,25900,17860,17860,17860,17860,Y,1991-01-01,2019-01-01,2019-12-31
MM360,간헐적 호흡치료  (양압호흡또는 음압호흡)1일당,39440,57190,39440,39440,39440,39440,Y,2016-03-09,2019-01-01,2019-12-31
MM400,양위 양압호흡치료(1일당),102720,148950,102720,102720,102720,102720,Y,2007-05-29,2019-01-01,2019-12-31
MM440,만성호흡부전 재활치료[1일당]-폐질환 운동재활치료/,45590,66110,45590,45590,45590,45590,Y,2017-02-21,2019-01-01,2019-12-31
MM441,만성호흡부전 재활치료[1일당]-호흡근부전 재활치료/,59200,85830,59200,59200,59200,59200,Y,2017-02-20,2019-01-01,2019-12-31
MM460,기립경사훈련(1일당),27890,40445,27890,27890,27890,27890,Y,2019-12-31,2019-09-01,2019-12-31
MRM0019,특수재활치료(회화[미술]치료),4070,5910,4070,4070,4070,4070,Y,2014-10-14,2019-01-01,2019-12-31
MRM0020,특수재활치료(음악치료),4070,5910,4070,4070,4070,4070,Y,2014-10-14,2019-01-01,2019-12-31
MRM0021,특수재활치료(기타),0,0,0,0,0,0,N,2014-11-03,2019-01-01,2019-12-31
MRM0022,"특수재활치료(원예,컴퓨터,목조형디자인,미술)",0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
MX122,도수치료,25000,40000,40000,40000,25000,25000,N,2009-09-14,2019-01-01,2019-12-31
MY142,증식치료-사지관절부위,5750,30000,30000,30000,5750,5750,N,2017-12-18,2019-01-01,2019-12-31
MY14201A,증식치료(리젠씰),63200,63200,63200,63200,63200,63200,Y,2017-12-18,2019-01-01,2019-12-31
MY143,증식치료-척추부위,11520,30000,30000,30000,11520,11520,N,2017-12-18,2019-01-01,2019-12-31
MZ007,신장분사치료,10000,10000,10000,10000,10000,10000,N,2009-12-31,2019-01-01,2019-12-31
WC100,신체능력회복-유연성,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC110,신체능력회복-평형성,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC120,신체능력회복-민첩성,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC130,신체능력회복-지구력,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC140,신체능력회복-Key Muscle 강화,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC150,신체능력회복-주변근강화훈련,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC160,신체능력회복-심폐기능강화훈련,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC170,신체능력회복-보호반응제거훈련,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC300,신체능력평가-기본평가,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC310,신체능력평가-업무동작분석,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC320,신체능력평가-근력평가(전신),0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WC330,신체능력평가-Lift 및 악력검사,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WH200,잡시뮬레이션-직무분석 등,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WH210,잡시뮬레이션-작업훈련 등,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WH220,잡시뮬레이션-혼합업무동작훈련,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WH230,잡시뮬레이션-안전동작훈련(교육포함),0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
WH240,잡시뮬레이션-작업자세 및 작업공구 작업숙련도 강화,0,0,0,0,0,0,N,2017-12-18,2019-01-01,2019-12-31
91213,언어그룹치료,22860,0,0,0,22860,22860,N,2017-12-18,2019-01-01,
MZ006,언어치료,36540,40000,40000,40000,36540,36540,N,2014-09-16,2019-01-01,2019-12-31
MZ006A,언어치료(ADIVICE-SIM),15000,15000,15000,15000,15000,15000,N,2017-12-18,2019-01-01,2019-12-31
MZ006B,언어치료(ADIVICE-COM),25000,25000,25000,25000,25000,25000,N,2017-12-18,2019-01-01,2019-12-31
91211,재활심리상담료-개인(인증),8990,0,0,0,8990,8990,N,2012-04-30,2019-10-01,
91216,모의 작업훈련,31610,31610,31610,31610,31610,31610,N,2017-12-18,2019-01-01,2019-12-31
9.12E+05,모의 작업훈련-50%산정,15810,15810,15810,15810,15810,15810,N,2017-12-18,2019-01-01,2019-12-31
91604,운전재활훈련(30분당),35000,0,0,0,35000,35000,N,2017-12-18,2019-01-01,
91606,수부 집중재활프로그램(30분당),26000,26000,0,0,26000,26000,N,2017-12-18,2019-01-01,
91610,상지 절단 집중의지훈련프로그램(30분당),26000,0,0,0,26000,26000,N,2017-12-18,2019-01-01,
91612,하지 절단 집중의지훈련프로그램(30분당),23850,0,0,0,23850,23850,N,2017-12-18,2019-01-01,
91613,일상생활동작집중훈련프로그램(30분당),39000,39000,39000,39000,39000,39000,N,2018-03-30,2019-01-01,2019-12-31
91614,일상생활보조도구훈련프로그램(30분당),26000,26000,26000,26000,26000,26000,N,2018-03-30,2019-01-01,2019-12-31
91615,인지재활훈련프로그램(30분당),26000,26000,26000,26000,26000,26000,Y,2019-12-31,2019-01-01,2019-12-31
91617,집단치료(작업치료),10270,10270,10270,10270,10270,10270,Y,2019-12-31,2019-01-01,2019-12-31
91617-1,집단치료(작업치료)인지그룹,10270,10270,10270,10270,10270,10270,Y,2019-12-31,2019-01-03,2019-12-31
91900,사업장 훈련지도,47420,47420,47420,47420,47420,47420,N,2017-12-18,2019-01-03,2019-12-31
9.19E+05,사업장 훈련지도-50%산정,23710,23710,23710,23710,23710,23710,N,2017-12-18,2019-01-01,2019-12-31
FZ731A,동적체평형검사(훈련포함),10000,10000,10000,10000,10000,10000,N,2017-12-18,2019-01-01,
MM111,단순작업치료(Simple Occupation Therapy),4290,6220,4290,4290,4290,4290,Y,2008-04-29,2019-01-01,2019-12-31
MM112,복합작업치료(Complex Occupation Therapy),7800,11300,7800,7800,7800,7800,Y,2008-04-29,2019-01-01,2019-12-31
MM113,특수작업치료(Special Occupation Therapy),11320,16410,11320,11320,11320,11320,Y,2008-04-29,2019-01-01,2019-12-31
MM114,일상생활동작 훈련치료[1일당],10940,15870,10940,10940,10940,10940,Y,2008-04-29,2019-01-01,2019-12-31
MX141,연하장애재활치료,14410,20890,14410,14410,14410,14410,Y,2008-04-29,2019-01-01,2019-12-31
MZ008,연하재활 기능적전기자극치료,14330,39000,14330,14330,14330,14330,N,2009-12-31,2019-01-01,2019-12-31
MZ009,전산화인지재활치료,17630,20000,20000,20000,17630,17630,N,2008-10-14,2019-01-01,2019-12-31
MM141,재활사회사업- 개인력조사,14560,21110,14560,14560,14560,14560,Y,2008-01-28,2019-01-01,2019-12-31
MM142,재활사회사업- 사회사업상담,8990,13040,8990,8990,8990,8990,Y,2008-01-28,2019-01-01,2019-12-31
MM143,재활사회사업- 가정방문,30440,44140,30440,30440,30440,30440,Y,2014-06-30,2019-01-01,2019-12-31
91907,정신상담(30분당)-진료과(정신의학과),59330,59330,59330,59330,59330,59330,N,2019-06-10,2019-04-01,
91907-1,정신상담(30분당)-임상심리사,59330,59330,59330,59330,59330,59330,N,2019-06-10,2019-06-10,
91908,정신치료 프로그램(인지행동치료)(30분당),51360,51360,51360,51360,51360,51360,N,2019-03-28,2019-04-01,
91909,정신치료 프로그램(정신역동적 정신치료)(30분당),84000,84000,84000,84000,84000,84000,N,2019-03-28,2019-04-01,
91910,정신치료 프로그램(안정화기법)(30분당),35570,35570,35570,35570,35570,35570,N,2019-03-28,2019-04-01,
91911,정신치료 프로그램(바이오피드백치료)(30분당),48800,48800,48800,48800,48800,48800,N,2019-03-28,2019-04-01,
91912,정신치료 프로그램(안구운동민감소실 및 재처리요법),139200,139200,139200,139200,139200,139200,N,2019-03-28,2019-04-01,
91913,정신치료 프로그램(마음챙김)(30분당),34000,34000,34000,34000,34000,34000,N,2019-03-28,2019-04-01,
NN001,개인정신치료 Ⅰ (10분 이하),10900,15800,10900,10900,10900,10900,Y,2018-06-28,2019-01-01,2019-12-31
NN002,개인정신치료 Ⅱ (10분 초과 20분 이하),21780,31580,21780,21780,21780,21780,Y,2018-06-28,2019-01-01,2019-12-31
NN003,개인정신치료 Ⅲ (20분 초과 30분 이하),35610,51630,35610,35610,35610,35610,Y,2018-06-28,2019-01-01,2019-12-31
NN004,개인정신치료 Ⅳ (30분 초과 40분 이하),50600,73370,50600,50600,50600,50600,Y,2018-06-28,2019-01-01,2019-12-31
NN005,개인정신치료 Ⅴ (40분 초과),67100,97290,67100,67100,67100,67100,Y,2018-06-28,2019-01-01,2019-12-31
NN021,지지표현적 집단정신치료,8010,11610,8010,8010,8010,8010,Y,2005-06-21,2019-01-01,2019-12-31
NN022,역동상호작용적 집단정신치료,12010,17410,12010,12010,12010,12010,Y,2005-06-21,2019-01-01,2019-12-31
NN023,정신치료극,16010,23220,16010,16010,16010,16010,Y,2005-06-21,2019-01-01,2019-12-31
NN031,가족치료 (개인),13090,18990,13090,13090,13090,13090,Y,2005-06-21,2019-01-01,2019-12-31
NN032,가족치료 (집단),10030,14540,10030,10030,10030,10030,Y,2005-06-21,2019-01-01,2019-12-31
NN040,작업및오락요법(음악서화조각운동작업등),4070,5910,4070,4070,4070,4070,Y,2005-06-21,2019-01-01,2019-12-31
NN050,약물 이용 면담,18570,26920,18570,18570,18570,18570,Y,2005-06-21,2019-01-01,2019-12-31
NN061,인지행동치료 개인,35420,51360,35420,35420,35420,35420,Y,2018-06-30,2019-01-01,2019-12-31
NN062,인지행동치료 집단,10630,15410,10630,10630,10630,10630,Y,2018-06-30,2019-01-01,2019-12-31
NN071,쇼크치료 전격요법 (일반),55940,81120,55940,55940,55940,55940,Y,2005-06-21,2019-01-01,2019-12-31
NN072,쇼크치료 전격요볍 (특수),140570,203820,140570,140570,140570,140570,Y,2005-06-21,2019-01-01,2019-12-31
NN081,지속적수면요법(전기),32080,46510,32080,32080,32080,32080,Y,2005-06-21,2019-01-01,2019-12-31
NN082,지속적수면요법(약물),24530,35570,24530,24530,24530,24530,Y,2005-06-21,2019-01-01,2019-12-31
NN083,지속적수면요법(마취),37030,53690,37030,37030,37030,37030,Y,2005-06-21,2019-01-01,2019-12-31
NN090,재활요법(정신과적),11480,16640,11480,11480,11480,11480,Y,2005-06-21,2019-01-01,2019-12-31
NN100,정신과적 응급처치,43900,63660,43900,43900,43900,43900,Y,2005-06-21,2019-01-01,2019-12-31
NN111,정신의학적 사회사업:개인력조사,14560,21110,14560,14560,14560,14560,Y,2005-09-15,2019-01-01,2019-12-31
NN112,정신의학적 사회사업:사회사업지도,8990,13040,8990,8990,8990,8990,Y,2005-06-21,2019-01-01,2019-12-31
NN113,정신의학적 사회사업:사회조사,8990,13040,8990,8990,8990,8990,Y,2005-06-21,2019-01-01,2019-12-31
NN114,정신의학적 사회사업:가정방문,30440,44140,30440,30440,30440,30440,Y,2005-06-21,2019-01-01,2019-12-31
91305,식이 집중관리료(1일당) 전적인 식사보조,48520,48520,48520,48520,48520,48520,N,2019-12-31,2019-01-01,2019-12-31
91306,식이 집중관리료(1일당) 부분적인 식사보조,16170,16170,16170,16170,16170,16170,N,2019-12-31,2019-01-01,2019-12-31
91307,배설관리 간호,19560,19560,19560,19560,19560,19560,N,2019-12-31,2019-01-01,2019-12-31
M0040,산소흡입[1일당],6760,9800,6760,6760,6760,6760,Y,1991-01-01,2019-01-01,2019-12-31
M0045,하기도증기흡입치료[1일당],3940,5710,3940,3940,3940,3940,Y,1991-01-01,2019-01-01,2019-12-31
M0046,가온가습고유량비강 캐뉼라요법(1일당),17690,25650,17690,17690,17690,17690,Y,2015-11-11,2019-01-01,2019-12-31
M0050,도뇨[1회당],6550,9500,6550,6550,6550,6550,Y,1991-01-01,2019-09-01,2019-12-31
M0060,유치 카테타 설치,9730,14110,9730,9730,9730,9730,Y,1991-01-01,2019-01-01,2019-12-31
M0073,가스관장[관장제포함],5990,8680,5990,5990,5990,5990,Y,1991-01-01,2019-01-01,2019-12-31
