의료기관기호,의료기관명,우편번호,주소,전화번호
1019086,박경진굿샘정형외과,28378,"충북 청주시 흥덕구 2순환로 1254 2~4층 (강서동, DS빌딩)",043-235-8114
1019087,의료법인우아의료재단달동길메리요양병원,44694,"울산 남구 돋질로  146 (달동, 달동길메리요양병원)",052-996-0030
1019089,유앤제이병원,10062,경기 김포시 양촌읍 양곡2로 30 (김포메디컬시티),031-981-8114
1019090,날개바로정형외과의원,31198,"충남 천안시 동남구 청수4로 16 (청당동, 바젤라인 7층 701호)",041-415-2333
1019091,바른한의원,54091,"전북 군산시 수송로 195 .2층 (수송동, 파티마빌딩)",063-467-0380
1019093,선한빛요양병원,12748,경기 광주시 경충대로1926번길 119 (탄벌동),031-765-0908
1019095,의료법인　서정의료재단,39399,경북 구미시 인동20길 38-9 (진평동),054-474-5522
1019096,남양정형외과의원,18261,경기 화성시 남양읍 남양성지로 123 2층 (삼기프라자),031-356-7499
1019102,수현의료재단 파주시티병원,10915,"경기 파주시 금빛로 19 (금촌동, 파주프라임타워)",031-942-7500
1019104,연세본정형외과의원,7294,서울 영등포구 선유로 76 동국메뜨리앙 (문래동3가),02-2635-5700
1019110,리하트병원,11793,경기 의정부시 충의로 3 B1-4층 (용현동),031-851-0112
1019111,목포현대병원,58614,전남 목포시 용당로 322-1 (용해동),061-270-9706
1019115,중앙의원,30004,세종 전의면 읍내길 20 (중앙의원),044-862-4408
1019117,대실한의원,42918,대구 달성군 다사읍 달구벌대로 880 201호,053-586-8310
1019120,의료법인정준의료재단 신주안요양병원,22227,"인천 미추홀구 인주대로 432 (주안동, 주안요양병원)",032-270-3000
1019121,라온정형외과신경외과의원,3461,"서울 은평구 은평로9길 13 (응암동, 캐스텔가든) 2층",02-372-1004
1019122,의료법인삼포의료재단 현대요양병원,52556,경남 사천시 각산로 86 (서동),055-834-2345
1019123,한일병원,61688,광주 남구 봉선중앙로 137 (주월동),062-600-1000
1019127,동수원오케이치과의원,16571,"경기 수원시 권선구 효원로256번길 7 202,208호 (권선동, 209호)",031-226-2833
1019128,구리의손정형외과의원,11931,경기 구리시 검배로 61 (수택동),031-556-5678
1019129,김성국치과의원,63590,제주 서귀포시 일주동로 8673 대광빌딩 2층 (서귀동),064-732-0028
1019131,착한마디병원,22617,"인천 서구 완정로 180 909번지 8호 동화빌딩 2,3,4,5층",032-1577-9782
1019132,마디한방병원,54648,전북 익산시 인북로 305 (남중동),063-837-0010
1019134,학장성심요양병원,47050,부산광역시 사상구  대동로 159 (학장동) 학장성심요양병원,051-314-2280
1019137,생명마루한의원,21574,"인천 남동구 인하로 497-5 (구월동, 푸른세상안과빌딩) 203호",032-432-0307
1019138,천안센텀정형외과신경외과병원,31470,"충남 아산시 배방읍 고속철대로 147 6층, 7층 (우성메디피아)",041-425-0099
1019139,조은손병원,17048,경기 용인시 처인구 중부대로 1349 (김량장동),031-321-8275
1019142,오케이의원,49327,부산 사하구 낙동대로 416 오케이의원 5~8층(당리동),051-204-7775
1019143,성모윌병원,22145,"인천 미추홀구 경인로 488 (주안동, 성모윌병원)",032-421-0075
1019144,부천요양병원,14534,경기 부천시 원미구 길주로 321 (중동),1588-2890
1019145,인수한의원,35052,대전광역시 중구  보문산공원로497번길 26 (대사동) 1층,042-285-9557
1019146,큰나무정형외과의원,28725,"충북 청주시 상당구 대성로 27 (석교동, 큰나무정형외과)",043-250-0131
1019147,진접제일요양병원,12019,경기 남양주시 진접읍 광릉내로 99 (진접제일요양병원),031-528-2580
1019148,송한의원,11610,"경기 의정부시 체육로 306-32 201동 2호 (녹양동, 키움프라자)",031-829-7759
1019149,청춘한의원,53254,"경남 거제시 고현로 88 201호 (고현동, 삼양빌딩)",055-633-2368
1019150,노은힘정형외과,34086,"대전 유성구 노은로 178 (지족동, 금강프라자) 205호",042-345-6565
1019151,백두병원,42770,대구 달서구 월배로 18 (진천동),053-425-5919
1019152,스마일디자인 치과병원,12758,경기도 광주시  광주대로 35 (경안동) 5층,031-768-2333
1019153,장우영신경외과,16245,경기 수원시 팔달구 중부대로 43 3층 (지동),031-253-8275
1019154,마디정형외과의원,61074,광주 북구 하서로 401 (양산동) .4호,062-574-0200
1019157,21세기 충주제통의원,27377,충북 충주시 봉현로 222 (교현동),043-855-8110
1019158,（재）대전교구천주교회유지재단당진성모병원,31769,충남 당진군 당진읍 당진중앙1로 43 (성모내과병원),041-351-0223
1019161,성모윌병원,13313,"경기 성남시 수정구 성남대로 1171 2-10층 (수진동, 501호 제외)",031-751-2075
1019162,새봄빛한의원,30076,세종특별자치시 부강면 부강로53 201호,044-868-1075
1019163,삼성메디칼의원,10071,"경기 김포시 김포한강9로76번길 37 5층 (구래동, 경서프라자)",031-986-6667
1019165,주례성모안과,47012,"부산 사상구 가야대로 272 9층 (주례동, 메디칼센타)",051-325-1919
1019166,윤동현치과의원,39146,경북 구미시 고아읍 들성로 211 3층 (연정빌딩),054-456-1999
1019167,동탄시티병원,18435,경기 화성시 동탄지성로 113 (반송동),031-8015-3333
1019169,혜민안과병원,5829,서울 송파구 중대로 122 (가락동) 혜민안과병원,02-3012-1800
1019170,원주연세병원,26413,강원 원주시 원일로 230 (학성동),1670-2020-
1019174,오성병원,47222,부산광역시 부산진구  중앙대로 910 (양정동),051-850-0811
1019175,효인재활요양병원,61623,광주 남구 대남대로 362 (월산동),062-720-1100
1019176,광명사거리정형외과,14202,"경기 광명시 광명로 907 2층 (광명동, 광명빌딩)",02-2684-2000
1019177,강남치과,30083,세종 금남면 용포로 63 2층 (강남치과),044-867-7528
1019178,조은오산병원,18136,경기 오산시 오산로 307 (오산동),070-4044-7581
1019179,미시간치과의원,47524,"부산광역시 연제구  중앙대로 1111 (연산동, 위드타워) 5층",051-851-7528
1019180,구리한빛요양병원,11932,경기 구리시 검배로 42 (수택동),031-524-9990
1019184,지리산한방병원,54950,전북 전주시 완산구 서신로 62 (서신동)301호,063-279-0900
1019186,정지은한의원,2496,서울 동대문구 망우로 74 (휘경동),02-3394-7018
1019187,일산21세기병원,10447,"경기 고양시 일산동구 중앙로 1059 3~8층 (백석동, 백석빌딩)",031-909-9631
1019188,치유본의성한방병원,1332,"서울 도봉구 도봉로152길 26 2층 202.201호 (방학동, 렉시온프라자)",02-902-7510
1019189,다빈치병원,35262,대전 서구 계룡로553번길 60 664,042-710-1950
1019190,제일정형외과,48297,"부산 수영구 수영로 588 (광안동, 지하1층, 1층, 2층)",051-758-9911
1019194,서울예람치과의원,1157,"서울 강북구 도봉로 196 (미아동, 삼화메디컬빌딩 4층)",02-916-3786
1019195,우정치과의원,8738,서울특별시 관악구 남부순환로 1845 2층 202호 (더 헤르미온 우정치과),02-888-2811
1019197,동탄아는치과,18434,"경기 화성시 동탄지성로 108 303호 (반송동, 동탄삼성프라자)",031-548-2875
1019198,시흥자인한방병원,14912,경기 시흥시 비둘기공원7길 33 (대야동) 5-6층,031-404-1075
1019200,투재암요양병원,11952,경기 구리시 아차산로 493 (교문동) 디동,031-528-8899
1019201,해맑은한의원,31521,충남 아산시 번영로 220 2층 (모종동),041-532-7585
1019202,서울우리병원,31097,충남 천안시 서북구 한들3로 9 (백석동),041-559-1100
1019204,충주우리정형외과통증의학과의원,27355,"충북 충주시 칠금11길 18 (칠금동, 충주우리정형외과)",043-847-4785
1019205,제일정형외과의원,13946,경기 안양시 동안구 관악대로 350 (관양동),031-422-1777
1019206,대구병원,41484,대구 북구 칠곡중앙대로 194 (태전동),053-311-2001
1019207,더편한정형외과의원,62336,광주 광산구 용아로379번길 30 3층 (하남동),062-962-2080
1019211,원광한의원,57154,전남 함평군 함평읍 내바람길 29 (원광한의원),061-322-1075
1019214,더드림요양병원,11813,"경기 의정부시 용민로 198 (민락동) 8,9,10층 월드본타워",031-853-7919
1019215,다온한의원,46726,"부산 강서구 명지국제8로 251 (명지동, 명지국제타워) 302호",051-715-1075
1019217,힘센병원,42438,"대구 남구 봉덕로 71 (봉덕동, 세명병원)",053-470-1003
1019219,SG삼성조은병원,31156,"충남 천안시 서북구 불당25로 200 (불당동) 3,4,5층",041-571-7585
1019221,필립요양병원,12218,경기 남양주시 경춘로1308번길 2 (평내동),02-1877-7504
1019223,이화수로요양병원,50916,"경남 김해시 분성로 321 (서상동)골든에비뉴 4층,7층",055-722-7575
1019226,명장한방병원,22677,인천 서구 청마로 175 3~5층(당하동),032-569-5858
1019228,으뜸정형외과,35382,"대전 서구 구봉로 139 (관저동, 밀리온빌딩) 5층",042-543-2210
1019229,봉천한의원,8784,서울 관악구 남부순환로 1734 (봉천동) 601호,02-6335-8275
1019232,퇴계원서울요양병원,12125,경기 남양주시 퇴계원읍 도제원로 32 1층 (퇴계원서울요양병원),031-529-8188
1019237,마인드정형외과의원,42760,"대구 달서구 진천로 117 (대천동, 월배이타운) 2층 201,2호",053-632-0005
1019238,어울림병원,7353,서울특별시 영등포구  영등포로 386 (신길동),02-1899-1177
1019239,21세기신경외과의원,16489,"경기 수원시 팔달구 권광로207번길 13 3층 (인계동, 보령빌딩)",031-238-1100
1019240,가자연세병원(김포),10108,경기 김포시 돌문로 43 (사우동) 2층,031-998-8009
1019242,로뎀힐의원,55043,전북 전주시 완산구 전라감영로 34 (중앙동4가),063-231-0688
1019247,보스톤치과,48735,부산 동구 범일로 101 (범일동),051-631-2805
1019248,철원병원,24034,강원 철원군 갈말읍 명성로 208 ,033-450-3232
1019249,연세미래정형외과의원,48978,부산 중구 대청로 70 (부평동1가),051-231-5555
1019250,큰나무정형외과의원,11346,"경기도 동두천시  지행로 53 (지행동, KH프라자) 4층",031-857-1300
1019251,예스침한의원,34534,대전 동구 우암로 283 (가양동),042-672-7115
1019252,참튼튼병원,1752,서울 노원구 노해로 502 723,02-3392-9100
1019255,광주세계로한방병원,62224,"광주 광산구 장신로 77 7,8,9층 (장덕동, 광주세계로한방병원)",062-450-9000
1019256,해성병원,16484,경기 수원시 팔달구 경수대로 542 (인계동),031-222-7511
1019259,베스트정형외과,42633,대구 달서구 달구벌대로 1525 (죽전동),053-559-7582
1019260,베스트한방병원,50948,"경남 김해시 구지로 58 2-5층 201-502호 (내동, 한일빌딩)",055-903-0555
1019261,바른침한의원,8777,서울 관악구 남부순환로 1622 (신림동),02-889-2566
1019262,팜스치과의원,3397,서울 은평구 불광로 20 15층 A007 (대조동),02-350-7874
1019263,손발척척정형외과,10113,경기 김포시 양도로 23 (풍무동) 5층,031-986-2980
1019264,고려정형외과,33454,충남 보령시 해태로 10 (대천동),041-931-7373
1019265,(의)아너의료재단 아름다운강산병원,46333,부산 금정구 공단로 7 (금사동),051-553-9000
1019268,미라클요양병원,15874,"경기도 군포시 삼성로8번길 4-20 (부곡동,미라클빌딩)",031-393-5566
1019271,건강한정형외과의원,14985,"경기 시흥시 목감우회로 51 (목감동, 302,303,304호)",031-411-7333
1019272,용인효요양병원,16920,경기 용인시 기흥구 구성로 26-2 (마북동),031-282-9114
1019274,강남탑치과,37885,경북 포항시 남구 오천읍 원동로 20 4층,054-272-7528
1019275,본서부병원,3460,"서울 은평구 은평로 133 (응암동, 본서부병원)",02-3156-5020
1019276,리드힐병원,3409,서울 은평구 연서로 10 (역촌동),02-382-7700
1019283,전주외과의원,54916,"전북 전주시 덕진구 백제대로 752 2층 (인후동2가, 모닝타워)",063-242-0088
1019286,하남대웅한의원,12969,"경기 하남시 신장로 142 (덕풍동, 정인빌딩) 2층",031-793-7962
1019288,새오름치과,14975,경기 시흥시 관곡지로40번길 22 (하중동),031-318-2890
1019289,기분좋은치과의원,7774,"서울특별시 강서구 강서로13길3 (화곡동, 5층)",02-2691-2879
1019291,구로정형외과,8285,서울특별시 구로구  가마산로 211 (구로동),02-852-3375
1019294,서창행복내과,21614,"인천 남동구 서창남순환로215번길 35 (서창동, 승민프라자) 502호",032-710-7273
1019295,새건병원,22149,인천 미추홀구 경인로 430 (주안동),032-427-2800
1019296,세종한의원,30083,세종 금남면 용포로 64 (용포리),044-866-2011
1019297,메드렉스,6046,"서울 강남구 논현로 705 (논현동, 지하2층~지상8층)",02-6011-6216
1019300,대동에스정형외과의원,41186,"대구 동구 아양로 251 (신암동, 대동빌딩)",053-943-2621
1019301,(의료법인)은성의료재단좋은주례요양병원,47012,부산 사상구 가야대로 264 (주례동),051-325-0300
1019304,평리정형외과의원,41787,대구 서구 문화로 282 (평리동),053-281-8275
1019305,연세한의원,41715,대구 서구 고성로 2 (비산동),053-357-1750
1019306,오훈정형외과의원,24237,"강원 춘천시 영서로 2777 2층,4층 (우두동)",033-255-5055
1019307,자세본재활의학과의원,4701,"서울 성동구 왕십리로 410 207호 (하왕십리동, 센트라스 상가L동)",02-2293-0088
1019311,래봄병원(의료법인희원의료재단),50962,경남 김해시 분성로 202 (외동),055-817-7711
1019314,강릉바른정형외과의원,25533,강원 강릉시 경강로 2075 (임당동),033-645-7588
1019317,더바른병원,12964,경기 하남시 신장로 93-1 (신장동),031-796-9500
1019318,사랑한의원,28470,충북 청주시 흥덕구 사운로 215 (운천동) 1층,043-263-9754
1019319,소망한의원,11178,경기 포천시 소흘읍 송우로 41 (소흘읍) 2층,031-543-7551
